id,percentage,review
11,33, We have bought this car in Feb  2001 and kept for 9 months Because the car was really cheap  the car has been working satisfactorily  But the car requires maintenance every months causing minor problems here and there The car has 91 000 miles and we had to fix so far as follows the cost of labor includes  starter 227  front end   alternator 241  a hole in radiator 86    new radiator 125  a c not fixed yet    door lining tipping don t bother fixing them  This car has been teaching us how to maintain the car because it breaks down very often  
12,43, I don t own a Ford Contour  but I rented one for my class reunion in GA last weekend  I had the car for only 4 days  but I noticed immediately many of the ups and downs of this automobile I currently own 2 cars that have amazing stereo systems in them  One has an incredible 7 speaker Nakamichi stereo  see my Lexus LS400 review also  The Ford Contour had a very basic 4 speakers system that took some getting use to  The most obvious problem was the deck wattage output  With the volume all the way up  sound quality was poor and distortion from any amount of bass was unacceptable  I ve heard some of the Mach systems in other Fords  so I know quality is in reach if a potential buyer needs something better In Georgia it is humid almost year round  so a top notch ventilation system is a must  The Contour has that down pat  The AC worked very well with simple knobs and switches for easy operation and it blew VERY COLD just how I like it  Acceleration was a disappointment also  Flooring the gas pedal resulted in a lot more noise than movement  which was quite a let down for a modern day V6  Handling was a pleasant surprise  especially cornering  Taking a quick turn wasn t at all a frightening experience like in some cars this size  but the rattles from the interior made me wonder if something might fall off the next time The classification of this car has a lot of competition  The Nissan Altima  Toyota Corolla  Mitsubishi Galant  and Saturn make it a crowded field in the similar price range  I ve driven the all new Nissan Sentra and I think it s a hidden treasure in itself The Ford Contour is an acceptable vehicle for the die hard Ford fan that will never consider another brand  but the competition is stiff and many better cars are out there for the taking at a comparable price br br  
13,59, I currently own an Aspire and there are some good things about it and some bad things about it  One of the great things about this car is the mileage  I can fill it up and it will go forever  However this car really does not handle well  One gust of wind  and I am blown all over the road  I recently had a blow out going about 55 mph on the highway  The driving conditions were ideal  but I my car was thrown into the side railing of a bridge and the damage accrued from this simple blow out is going to be about  2000 dollars  This estimate is the average from 3 body shops  When the blow out of my tire occurred I really did not realize how much damage the little bang had done until I tried to change the damaged tire  These cars are not made well  I would not call them safe cars because of the amount of damage I sustained from such a seemingly simple fender bender     
14,60, I recently got to test drive a 2001 Ford Mustang with my friend who is going to buy it  The particular car we drove was a V6 manual transmission convertible  I ll say it right now   the car looks really cool  I felt like a millionaire driving it  Bright yellow with a black convertible top  and a black leather interior  It s definitely a fun car  but only on the outside On the inside  you re treated to horribly uncomfortable font bucket seats  and an even worse rear seat  Even though everything was covered in soft leather  the seats were hard and unforgiving  I can stay put in my 1991 CRX for 6 hours without a single problem  but my back hurt after half an hour of driving this beast  Not only that  but the legroom was awful  I can completely stretch my legs out in my CRX  I m 6 1  but in the Mustang my knees hit the dash with the seat scooted all the way back  What gives  I realise it s a sports car  but how hard would it have been to give you a couple extra inches of legroom  I won t even talk about the rear seat  it s more of a storage space for your stuff that won t fit in the tiny trunk than a place for people to sit Next up  performance  For a car that looks so pretty  you d expect it to have the innards to back up it s racey look  Not so my friend  I actually street raced someone  I know  not smart  who was driving a Miata  I could see they had a five speed too  but here s the thing  Miatas are rated at I believe 135hp   they re also a 4 cylinder  while the V6 Mustang is rated at 160hp  The Miata won  and I was disappointed by the lack of performance in this beautiful car I was driving  It was like driving my mom s Civic  except extremely uncomfortable  and with poor handling That reminds me  the handling  I m used to my little CRX  which can stop on a dime  and with the right tires make 90 degree turns are 30mph  The Mustang seemed to hesitate when making evasive maneuvers  The car is pretty heavy too  which made it feel more like a truck than a sporty coupe Needless to say  I can not recommend this car  It s too unrefined for my tastes  and lacks the amount of power you d expect from a legend  My friend bought it anyway  and that s great for him  But I ll stick with my CRX  thank you very much  
15,32, I bought this vehicle used in 1995 because I was expecting our first child and the sports car just would not do any longer  This was not my first choice for a sports utility but at the time the price was right  we paid  12 000 00 and it only had 40 000 miles on it  It was driven by an older gentlemen who had kept it in excellent condition and had only used the 4 wheel drive in snow  It has the Eddie Bauer package  power windows and doors  rear window defrost  cruise control  and a tow package  I loved it at first  but then after only a year  I started having problems with it  The check engine light would come on but whenever I stopped it would go off again  It spent 3 weeks in the shop with no problems found  On my way home from the shop  wouldn t you know it  the light came on  only this time it never went off  The shop at our Ford dealer said it was just a sensor gave me the bill for  856 84 and left me there almost in tears  Two weeks later  we started the same process with the rear anti lock brake light  Three years later I am still driving with this light on as no one can figure out how to fix it  To make a long story short  we have  in 6 years  replaced the oil pump 5 times  the brakes I couldn t tell you how many times  and other items relating to the engine so many times that we finally had it rebuilt in 1999 and I am still having problems with it stalling all the time  It now has 152 000 miles on it  I love to drive this type of vehicle when it is running correctly  I can see where I am going  even in the pouring rain  I live out in the boondocks so I really need this type of vehicle to get in my driveway at times  I would recommend a sport utility in a heartbeat  just not this particular one  It has cost me almost twice what I paid for it in mechanical bills  There are parts on this vehicle oil pump  battery  water pump  fuel pump  that you can count on breaking within a certain number of miles  So whenever it gets close to the mileage on these parts  I just stay close to home  The wrecker service in this area is on speed dial on my cell phone br br  
16,43, I remember the day my parent s came driving into the drive way with this piece of work  Granted I didn t own a car at this point  but something told me the Tempo was a bad buy To begin with there was no tape player  while this was only a small problem the fact that the speakers were rather cheap and would blow if I attempted to play a song at a loud decibel The basic scheme of the Ford Tempo  in my mind  was to build a cheap car that resembled something sporty  However  along the way they seemed to forget that people have a way of remembering if a car breaks a lot To begin with the electronics that kept track of the fuel  shorted out after about two months  when my parents went to return the car so it could be fixed they were told it would cost in excess of  500 I had heard from a friend of mine that the car was pretty much just a piece of trash that breaks every 15 seconds  but I could not believe this  How could the makers of the Mustang and Thunderbird possibly make a lemon I had decided that the gas gauge was merely bad luck and one of those unexplainable things  but a short while later when the alternator went I began thinking differently  For the record we replaced the alternator three times  and eventually just gave up on the car and bought something else My friend bought a 1988 Escort about a year ago and the transmission and seat belt motors went  and presently my friend Josh has a 1995 Escort that makes strange noises that are suspicious  Perhaps  it s time for Ford to stop trying to bring out new models like the Focus and work on the lesser ones like the Tempo I d give Ford a B  or A  for the Mustang  Thunderbird  and Probe  but a C overall because of the Tempo br br  
17,41, Right now I drive a 1999 Ranger 4X4 x cab 4dr 4 0L  but I d like to go back to my first in 1986 when I as 19  NEW Ranger  1My dad co signed for my first new truck  I bought a 86  Ranger standard cab 4X4 STX with one of the first push button 4X4 systems  I thought that was  way cool  back then  As far as longevity goes for this one I can t say but I know it could take a lot  Being a stupid 19yr old kid and adding a 100 000 mi bumper to bumper that I was told would cover any thing I drove it as if I was Mickey Thompson  I lived to get all fours off the ground and being a 19yr old party animal in a rural community I found opportunity practically daily  I was 4by n with a friend in this truck and making those tv commercials appear tame and in the mist of roaring laughter and fast paced action my friend turns to me and says  quot next time around let me out quot  I reply  quot you scared quot  and he says  quot no I ve only seen this on tv quot  and this was daily with this truck  being reckless I totaled it with 12 000 mi on it and it NEVER SAW A SHOP ONCE  That s damn good when you consider those off road racers rebuild those truck after each race  To give you the sense of reckless abandon that 19 yr old drove his truck with remember in  quot Ferris Bueller s Day Off quot  the parking attendants faces in the Ferrai as it was flying through the air  That was the elation I experienced for 12 000 miles  My relationship with that truck is like looking back on old girlfriends from my youth  The times I had and the memories I would never want removed but I could never have that type of a relationship with a vehicle again and have never had all four off the ground with any other vehicle in my life since  By the way  to this day I still remember the salesman saying  quot You ll be a Ford man for life quot  so far he s been right So now I go through a few used vehicle wondering if buying new is worth it NEW Ranger  21991 just broke up with a girl and replace her with a truck  A little    
18,30, I have always hated Fords except for the Explorer which is an amazing car  but I absolutely hate the Taurus so much  It is a waste of room on the Highway  and it baffles me why people buy this car  it always falling apart like a typical Ford sedan does  Who in the right mind would buy this piece of JUNK No I really hate this car  it has no positive feature to it  and to top it off  it is one of the number one selling cars in the country  believe it or not  I dont believe it but it s actually true  I HATE FORDS  i hate them so much  They are terrible cars  dont buy them br br  
19,31, My wife and I recently acquired a used 1996 Ford Contour  We were looking for something else but the car dealer convinced us this was  quot the car for us quot  This car has given us nothing but trouble  It has been recalled twice  The speakers are the current problem  The right speakers will periodically stop working  In addition to that the bass has never been really good but I do like to have a system that can at least vibrate the car a little  The bass levels at their highest setting will give most rap songs a little beat but not a boost or a bang  We have also had problems with the air conditioner and the brakes within less than a year from when we bought it  It also does not get good gas mileage  We have to refill at least once a week  We are looking for a way to affordably get rid of it  In all fairness  I may be a little bias because I use to own an 86 Ford Escort and it gave me a large amount of problems and cost me too much money  After the Escort I have developed a negative opinion towards and Ford compact car but this Contour is proving my opinion right  I was hoping that I was wrong about how bad Ford cars are but the Ford Contour that we bought has proven me more right than ever before  Positive comments  Well it does have excellent pick up or  quot get up and go quot  That may attribute to the bad gas mileage  This car is great for those guys who like to race little old ladies at the red light  It will most definitely beat most small cars  buses  and semi trucks  My opinion of this car and most Ford cars is that they are prone to failure  Don t sneeze near it or kick the tires or else it could fall apart  Maybe Ford s just don t like me     
20,37, The Ford Mustang has really made a great car with there new convertible and witht the hard top  The Car has plenty of power along with a great design that will turn heads everywhere  One of the best parts about the car is that it has a roomy enough seat to have an average sized adult sit back there  especially when the top is down  It is a little cramped  but much better than most other convertibles  It has an electric top which makes it easy to get out in the sun with just a push of a button  The car has plenty of power to get the wheels spinning  and you won t need to bring extra fuel tanks  it does pretty well on gas mileage  One of the down sides to the car  is that it looks as if the outer molding is very much like thinplastic  and woul probably break in an accident  However  it still looks really great  and for kids   or adults that act like kids  it is a great car br br  
21,48, Ford sets up extended warranty program costing ford 200 million dollar in response to class action lawsuit covering faulty engines in 94  95 Windstars  Ford has since extended this program to cover additional models that have 3 8L V6 engine  tauruses  sables  mustangs  2 million Ford vehicles are covered but not 96 Windstars  Ford gives horrible customer support  Replacement engine blocks are in high demand and on back order  It takes Ford 8   11 weeks to replace faulty engines  Center for Autosafety in Wash  D C  is considering further action against Ford on behalf of 96 and later year Windstar owners  Stay away from Windstars  
22,37, I bought my 1995 Ford Probe SE because of the sporty look  the price  and the great things I d heard about Ford cars  My one and only mistake was thinking a car seat would fit in the back WRONG  Well  not totally wrong it WILL fit  but not comfortably  I ve had great luck with my Probe so far  and I DO love it  It s gone over 15 000 miles with no problems  It s only been in the shop 4 times  and only for oil changes and new tires  It gets great gas mileage  which IS good for a family  but like I said there s just not enough room  My Probe has more than adequate power  rides great and is great to look at too   This would be a great car for a single guy or girl  but if a family car is what your looking for pass this one by  The seats aren t the easiest thing to clean   hard to get in the grooves  should Junior spill some ice cream  or drop his lollipop  And with such a sharp look  who wants ice cream and lollipop all over the seats anyway  Though reasonably priced  mine was around  3500  used  you can get a much better deal on a more  quot family quot  type vehicle     
23,51, I bought my 1996 Ford Escort in January 1997 with 9 000 miles on it  I drove it with only minor problems until this last year  Over the course of the last 6 years we regularly maintained it  changing the oil every 3 000 miles  The speedometer broke with around 25 000 miles  but was still under warranty  The AC went out on us in early 2001  The cost to repair it was outrageous  but fortunately a mechanic asked if it was a dirty plug  connection  or something  which it was  so the problem was fixed for around  60 The interior is fairly comfortable  The cloth seats held up well  Rear speakers stopped working after the second year  Instrumentation is easy to read  however  the  check engine  and  check coolant  lights came on at random times and after numerous diagnostic tests at around  70 dollars a pop  we learned that they just like to do that  Leg room is sufficient although we are fairly short people  both under 5 10  My husband always had to drive with a travel pillow behind his lower back on long trips  but I was fine  We definitely wanted to stretch after a few hours  The paint on the rear bumper is faded  Gas mileage was fairly good   we got around 30 mpg on the highway  unless the AC was running and then that sucked it down much faster  If you have children  know that the AC does NOT reach the back  even though it s a smaller car  Our baby was always bright red even with it going full blast  And while the AC is on  you will not be going over any mountains  We turned off the AC then because the car felt like it was straining We replaced the windshield twice  150 each  new tires twice which are NOT a standard size and so are much more expensive  between  55 and  75 each  and a new front and rear engine mount  200 Now as to why I am writing this review  In July 2002  the same month we paid the car off  it stopped in the middle of traffic while my husband was coming to the airport to get us  At 86 000 miles  regularly maintained  the car needs a new motor  The cost to purchase a used motor will run around  3 000  A new motor will cost  5 000  After speaking with several mechanics  Ford dealers  etc  everyone has told us that the cost to repair the car is more than it is worth  Yes  it is  We are now without transportation  with a toddler and one on the way  We did not expect to be in this situation for years based on the reputation of Ford  But we are  No trade in value  no chance to sell it  no car  Everyone says  that s so unusual  they don t normally do that  Well  mine did  I would recommend staying away from Ford Escorts  Replacing a motor at 86 000 miles is ridiculous  We will not be buying a Ford again  
24,43, I purchased our Ford Taurus LX Wagon used with 19K miles and we bought it because I was impressed by it s long list of features and by the way it drove  We had just sold our Ford Aerostar minivan and we were looking for a smaller  more economical family car  What we ended up was a car that just cannot be repaired properly and is not very reliable We have had problems with the interior door panels cracking  the dash bubbling  the power window motors burning out  turn signals that work when they want to  a moon roof that has hardly ever worked  inability to align the front end so we go through a pair of tires every 20K miles  I have only had it serviced by Ford and they have failed to repair most of our problems even after numerous attempts  The Ford dealers no longer believe in test drives  they just look for a problem and charge you even if they cannot find it  I got charged  75 00 to be told that I needed a new  55 00 battery  I also took the car in to have a rubber seal around the door replaced and they charged me  30 00 just to tell me how much it would cost to replace This is my 3rd and last Ford  I had two Ford Explorers and Ford bought both of them back under the California Lemon Law I wanted to love this car  I wanted to forget about my bad experiences with my two previous Explorers but this car is by far worst in every manner I have had it with Ford  Quality is not Job  1  Profit is  Don t even get me started about the fact that Ford knew about the Firestone tire defects for years but still kept putting them on my Explorer and all others  I was the lucky one who is still around to express my displeasure with Ford  The only reason I still have our Taurus because the value has dropped faster than my loan for it  If I sold it today I would lose a few thousand bucks     
