id,percentage,review
13,63, the cryptic teaser trailer has been unspooling in moviehouses for quite sometime now     it mu5t be found      so what   exactly   is the fifth element    after seeing luc besson s ambitious   much shrouded in secrecy science fiction fantasy   i could not help but be let down by the actual answer   which is not nearly as exciting nor clever as one would think    but what is far from a letdown is the film as a whole   a wildly imaginative feast for the senses that does what all the best science fiction films do  create a universe unlike any other presented on the silver screen    the biggest irony of the fifth element is that the one thing that has been kept under such tight wraps  the actual storyline  is the most conventional   dismayingly so   element   pun intended   of the film    speaking in the vaguest possible terms   the basics of the plot are as follows   in the year 2259   a great force of evil threatens to consume the earth   and only the four elements  earth   wind   fire   and water  united with a fifth element can stop it    figuring into all of this are new york cabbie korben dallas   bruce willis     a shady   southern drawling entrepreneur by the name of zorg   the hilariously hammy gary oldman   picking up where he left off in besson s the professional     a priest   ian holm     and a mysterious creature named leeloo   milla jovovich      all of the pieces come together in a tidy and somewhat underwhelming  and unsurprising  fashion   but there is no denying that this basic story holds some intrinsic interest    what remains interesting and exciting   however   after brief glimpses is the fascinating world besson has created with production designer dan weil   director of photography thierry arbogast   visual effects supervisor mark stetson   and the crew at digital domain    the look is absolutely mesmerizing right from the opening moments to the last    the frenzied cityscape of new york   with its vibrant day glo colors   tall buildings penetrating high into the clouds   and the swarm of cars   cabs   and other vehicles flying through labyrinthian skyways   is absolutely breathtaking to behold   especially in a wild car chase sequence early on in the film    but it would not have been a completely captivating vision if the people inhabiting the settings weren t equally as interesting   and are they ever    in addition to the exotic menagerie of alien creatures that populate this world   from bulky robots to dog like mangalores   the humans are outfitted in costumes by eccentric designer jean paul gaulthier   best known for creating madonna s pointy bustier get up in her blonde ambition tour    gaulthier s outlandish creations   such as a number worn by leeloo made entirely out of white straps   feel more at home in besson s futuristic vision than on any fashion runway in the world   they add to the sense of otherworldliness about the film    while besson s bold vision is the biggest virtue of the film   it also could be its biggest obstacle to reaching a mass audience    for all its imagination   certain things about the film may be a bit too quirky and bizarre    i really do not know what middle america will make of the most outrageous character of the film   ruby rhod   chris tucker     a flamboyant disc jockey who makes dennis rodman look conservative  he makes a raucous entrance dressed in an animal print dress   sporting a blonde hairdo in the shape of a hair dryer   speaking in high pitches at rapid fire speed    at first this character s hyper energy is funny   but the act wears out its welcome very quickly    not irritating   but just as strange   is a musical number by blue skinned alien chanteuse diva   maiwenn lebesco     who sings  and dances  an aria that is an unlikely blend of classical opera and techno    the tune   as with the entirety of longtime besson collaborator eric serra s innovative score   is haunting   but it is also completely jarring    then there are the campy touches of humor besson and co scripter robert mark kamen sprinkle throughout   which too often are silly and forced   a comic sexual encounter between ruby rhod and a flight attendant is highly distracting and not very funny   to boot    the story s weakness shines through in the climax and conclusion of the fifth element    while still visually and aurally spectacular   the events detailed are not as exciting nor powerful as they should be    the big   serious dramatic climax was met with more than a few snickers   and it ambitiously strives for a profundity which the film had not even begun to work toward    as such   at the end there is a sense that there was something bigger at work here   that there was still more left to be said about this story and these characters    this suspicion was confirmed by besson himself   who told me in the lobby following the screening   imagine that   the filmmaker watching the film with the   enemy     the critics   that what had made it to the screen was really just the first half of the lengthy original fifth element screenplay and that the second half  now titled mr   shadow  is still waiting to be made    still   despite the story problems   the fifth element is an artistic triumph for luc besson   rarely does a filmmaker s original vision come to the screen in all its audacious   undiluted glory    it is a fascinating example of how of one artist s fervid imagination can transport an audience into an intoxicating fantasy world generally seen only in dreams    
14,73, jack nicholson has a funny way of playing characters with very few redeeming qualities   but whom you end up liking anyway    in as good as it gets   the character in question is melvin udall   a successful novelist with obsessive compulsive disorder who seems bent on having as little contact with people around him as possible   except when he feels like being a royal pain in the you know where    he s mean    i mean really mean    the opening scene shows him shoving a little dog down the trash chute of his manhattan condominium    every day   melvin eats at the same cafe   sits at the same table   and gets served by the same waitress    you can tell that this is his favorite place to be a vicious nuisance   when his waitress carol   helen hunt   tells him he can just go sit in another section   and all the other waitresses just cringe    one day   melvin makes a comment that goes to far   and carol   genuinely hurt   comes down on him like a ton of bricks    at that point we find that she is not only the only person who can put up with him as a matter of course   but is also the only person who can get to him   too    another person who often crosses melvin s sights is simon   greg kinnear     an artist who lives on melvin s floor    aside from the fact that he lives near the terror of the city   simon has the added benefit of being gay   making him a prime target    simon s friend frank   cuba gooding   jr       also gay   does not fare much better    when simon walks in on a pair of men robbing his apartment   he is brutally beaten and sent to the hospital   and frank   who has grown tired of seeing his friend take the verbal abuse dished out by his neighbor   intimidates melvin into watching after simon s dog while he convalesces    this is the same dog melvin had earlier shoved down the garbage    an interesting thing happens when melvin takes this dog in   melvin gets to like the dog   and the two develop an attachment which is the catalyst to melvin s softening up to the world around him    it doesn t happen overnight   but throughout the film   he bites his tongue here   cares a little there   and most miraculously   falls in love    one of the best elements of this film is watching melvin try to express feelings which are not the usual negative ones he so often shares with others    he s traveling terra incognita here   and it shows    good performances are turned in by all principal players in this film   especially by nicholson and hunt    they play well off of each other and have a genuine chemistry which makes it a pleasure to watch them on screen    greg kinnear   who is becoming known for his supporting film roles   is also very good at playing the vulnerable simon    he gives a short monologue about what it means for him to be an artist   and delivers it with such inspiration and conviction that you actually get to feel some of what he feels    cuba gooding jr   performs with a hyped up level of energy which contrasts nicely with that of kinnear   and comes through with a near constant comic performance    the screenplay   by mark andrus and james l   brooks   is clever   touching   and funny    the best part about it   however   is that it is filled with characters we care about because they are actually interesting    melvin is a man we can t quite figure out   but whose mannerisms and quirky qualities capture our attention    carol is a working woman living with her mother   trying to take care of a child with a debilitating respiratory problem    simon is a man who is a success in his circle of peers   but who is still not accepted by much of society    combined with the talent of the actors   these characters make the film    the one noticeable area where the film is lacking   however   is the absence of cuba gooding   jr   through the second half    his character makes an exit which is supposed to be temporary   but the film ends before his return   leaving his relationship with simon and melvin unresolved    i would have liked to have seen more of his character in general   in addition to a part in the film s conclusion    there s one actor   who will probably not be recognized by any awards   but who contributes greatly to many of the movie s best scenes and who deserves mention    this is that little dog    he plays such a pivotal role to melvin s character development   actually serves to forward the plot   and has some absolutely scene stealing moments   that it is hard to believe he is simply an animal    award or no   however   when even the dog puts in a good performance   you know you ve got an outstanding movie    
15,80, i don t know what movie the critics saw   but it wasn t this one    the popular consensus among newspaper critics was that this movie is unfunny and dreadfully boring    in my personal opinion   they couldn t be more wrong    if you were expecting airplane !  like  laughs and agatha christie intense mystery   then yes   this movie would be a disappointment    however   if you re just looking for an enjoyable movie and a good time   this is one to see    honest   it is    this story is about a 4th network   wbn   taking to america s airwaves in 1939    penny henderson   mary stuart masterson     the station owner s secretary   must deal with her overbearing boss   an unimpressed sponsor and writers ready to quite on a moment s notice   partly due to the fact that they haven t been paid in weeks    among the mayhem   she must also deal with her soon to be ex husband   roger   brian benben   who desperately wants her back    unfortunately   her problems only get worse as the night goes on and the body count rises without explanation    while trying to woo penny back   roger must deal with the police and try to find the killer that lurks at wbn    mary stuart masterson does well in her role as penny   i m trying to be unbiased so i won t tell you how amazing she looked     although brian benben gets most of the screen time    along with the two leads   are several recognizable faces   including corbin bernsen   l   a    law     michael mckean   laverne & shirley   and bobcat goldthwait    the special effects are amazing   and fooled me   which some may argue isn t very difficult to do   in many scenes    although the movie sometimes goes overboard with the physical comedy   it more than makes up for those mistakes throughout the movie    overall   i gave it   or an   depending on what system you use    some comments collected from friends    
16,58, i tried hard not like this movie without succeeding    it contains parts of bringing up baby   any hepburn/tracy film   part of the plot of war games   cary grant and rosalind russell in his girl friday   elevator shaft action   train action   and murder    it is cute   funny   suspenseful   a little bit     sexy   a little bit      one of the bad guys was a surprise    the pace is fast enough   there are some   action   scenes    i think that this is a reasonable family summer movie for families with older kids who have already seen maverick    julia roberts and nick nolte are fine separately and together    i really identified with the julia roberts character   wishful thinking   i know !     but i do have better hair !  her hair   a very dull dark brown   has no color    she could use some highlights    they both do fine with their roles   he s a bored columnist with the chicago chronicle and she s a hotshot   cub   reporter with the chicago globe    they have great fun trying to out scoop each other to solve one case throughout this movie    i like the one story focus    other actors include charles martin smith as roberts  boss   olympia dukakis as nolte s coworker   nora dunn also with the chronicle   and marsha mason as a congresswoman    basically this movie is reasonably fun    there is a serious mystery to solve   and i enjoyed following a fun couple solving the mystery    it is a pleasant change of pace from movies that take themselves seriously    i do give successful comedy high marks    
17,53, whew   this film oozes energy   the kind of breakneck   no  holds barred   in your face risk taking filmmaking that is seldom seen on screen these days    like the marginal   motley bunch of post apocalyptic youths director danny boyle tries to depict   trainspotting veers on the edge of utter mayhem but ultimately retains its footing and control    the result   a movie that is a delightful example of how the medium is the message    the message   a bunch of losers with loser names   mark renton   ewan mcgregor     spud   ewan bremner     sick boy   jonny lee miller     tommy   kevin mckidd     and begbie   robert carlyle      bored   aimless and restless   their routine consists of getting drunk at the local pub   grooving to techno or glam rock at the local disco and getting shots up the arm at the local den and procuring cash through a variety of methods   some ingenious   others plainly dumb and desperate    not part of the daily dose if obtained   sex is a bonus    you can find these characters as they are   foul mouthed   dirty   pathetic   ugly perhaps but definitely interesting   in irvin welsh s cult novel of the same name    what makes the film a completely different experience is how director boyle uses every tool at his disposal to make the filmic medium synchronous with the message    one of the first things you ll notice is how the camera seems to dart around restlessly    it ll truck into a character s pimple   just as soon as it will dolly out to an establishing shot    distracted and curious   it ll maintain a character s eye level or drop right to the ground to show the doped out eye view    you ll even find characters peering into the camera   their faces smeared across the wide angle lens    this film camera is just another one of the guys    tiptoeing that indistinguishable line between fantasy and reality   boyle employs a healthy dose of surrealism to get the message across    bored kids daydream and bored kids deprived of a heroin fix have nightmares    i don t want to give too much away   but if you cross chuckie from child s play with some of the wacky fantasies in heavenly creatures   you might have an idea just how fun or pants wetting scary the alternate state of consciouness can be    that said   this film has a good share of drugs   consumed   vomitted   defecated   pissed off   exchanged   bought   sold   injected   smuggled   enjoyed and regretted    if that isn t your cup of tea   nobody forced you to see the film    stay at home and rent up close and personal    and what s a buzz without tunes    from pulp to iggy pop   yes   he s still alive     the aural landscape is as engaging as the visual energy permeating the film    good and bad vibrations tangle like the conflicting desires and values of the message    every once in a while   a film comes along with the kind of energetic filmmaking that matches the intensity of its characters it hopes to depict    trainspotting is that shooting star that burns across a sky littered with static constellations    dom is a part time filmmaker who graduated from northwestern university s radio/tv/film programme not too long ago    he has laboured on various music videos and short films in and around campus and chicago    nowhere town   a 26min short film that he shot   co directed and co produced recently scooped up the grand jury prize at the charleston international film festival for best student production    he is currently finishing a couple of small projects    with his minute amounts of leisure time   dom does nell impersonations    
18,65,    when will the devil take me     he asks rhetorically in lulling voice over    the spoiled title character of  onegin    pronounced oh negg in   is waiting on death to relieve him after a lifetime of rapacious behaviour    martha fiennes  debut feature is   quite literally   filmed poetry   it s based on an epic russian poem by alexander pushkin     a profound study of regret   of how we confuse shame with guilt    when we first meet eugene onegin   ralph   acting for his sister   another brother   magnus   composed the score     a philandering aristocrat from st   petersburg   he has just inherited his uncle s estate    with plans to sell it   onegin pays a summer visit to the manor   which is located in an underpopulated russian countryside   and not long into the trip he meets a neighbouring family of blue bloods    smitten with olga larina   headey     he befriends olga s fianc     vladimir lensky   stephens     while olga s sister   tatyana   tyler     romanticizing his flippant attitude   he s a nineteenth bad boy     falls for onegin    in one sweaty   inky torrent of passion   tatyana writes him a love letter    he is at least intrigued by the note but rejects her affections   it is implied   because he can    soon after   tragedy strikes   and onegin makes himself scarce    when we catch up with him   six years later   he has just returned to st   petersburg   where at a grand ball he discovers that an old friend   donovan   has married a more womanly and wordly tatyana    this time   onegin finds her irresistable    what is most amazing about ralph fiennes  performance is his subtle physical transformation from dashing snob to miserly grouch    overwhelmed by a top hat   the onegin who pines for tatyana seems smaller in stature than the one who brushed her off   an ebeneezer scrooge trapped in christmas past    the actor has been constricted playing heroes for too long now there s room to breathe in a role that s made up of shades of gray like   onegin      petula clark sang of a universal phenomenon in   parking lot       you don t know what you ve got   til it s gone      onegin s about face on tatyana speaks for those of us   read   most of us   who need confirmation that someone or something is wanted by others before we want it as well    what the character feels is not jealousy but remorse   embarrassment   even   at having let her go    out of identification we feel empathy for onegin   a callous bastard    tatyana s emotions echo a thousand ditties   but that makes them no less vital    she changes   too   from a girl in crush to a woman with divided loyalties    tyler acquits herself surprisingly well among her uk co stars   filling in sketchy gaps by expressing base sentiments in a series of wanton stares    they both have faces   mr   fiennes and ms   tyler   capable of conveying archetypal russian misery     onegin  could have added up to little more than a distinguished episode of   masterpiece theater     even with its current cast of thoroughbreds intact   were martha fiennes not at the helm    an mtv background   she cut her teeth directing rock videos for xtc and others   has positively influenced her sense of pace   though   thankfully   not her shot lengths no spasmodic cutting here     at just over 100 minutes    onegin  clicks along like a brisk walk through valleys of despair    the film has an atypical period look   as well    absent are the sumptuous tableware and antique furnishings that stand in for plot and character in those drippy merchant ivory productions    the sets are almost expressionistically bare   echoing the loneliness of the protagonists       cinematographer remi adafarasin often allows space to engulf them   i m reminded the climax   which unfolds in a sea of white      martha fiennes has a clear command of cinema   and her spare   often painfully human visual presentation of   yevgeny onegin   is arguably the most lucid translation of pushkin s difficult text yet    ms   fiennes may be the most exciting female presence behind a camera since jane campion    
19,58,    a bug s life   may not be   toy story     but it s more close than   antz   was    i really liked   antz     basically because   yes   it is clever and witty and intelligent   and it has the temerity to take a chance and put woody allen in the lead   perhaps the year s most inspired casting     but there was   in fact   something missing from it   and i m the first to admit that    maybe it s that it never totally lets go and takes off into real innocent fun   it s too obsessed with its orwellian message to become totally engaging   and if it weren t for woody allen   it would have been just a really clever good not great flick       a bug s life   has a similar premise   and it also has disney to insure that it s g rated and not totally over kids  heads like   antz   was   not a bad thing   believe me     but what it also has is a tone that s completely innocent even when it s also remaining perpetually clever       antz   is still the more witty film   and i love it for it   and   a bug s life   is more for general consumption   but it s also more entertaining    it broadens its horizons   and when it really moves from the ant colony   it really shows us a whole new world we ve never seen before   and it s take on the evolution of bugs is a lot better than the one in   antz      it s also light and clever    the visuals are   instead of earth tones   bright worldly colors   and still gives the amazing visual technology of   antz   at least a worthy contender    the characters are also nicely realized   though watered down for broad consumption   they still carry more wit than the contemporary disney animated films    the lead character   flik   voiced by dave foley     is nothing more than a slightly less neurotic z from   antz     but foley makes him nearly as engaging as allen made z   instead of gene hackman playing the villain   we get the much more menacing kevin spacey as the lead grasshopper   the nicely titled hopper    and for the romantic lead   we don t get spacey sharon stone   but intelligent and hard to get julia louis dreyfuss   who doesn t even come around until the very final frames    not that the plot s really any better than the one in   antz     it s basically yet another redux of   the seven samurai     with an ant colony under the control of giant grasshoppers forcing them to produce a product for them or else    when flik   a bone fide inventor   creates a time conserving apparatus that accidentally destroys the season s donation   he puts them all in risk   and is sent away so that he won t screw anything up with the pretense that he is searching for help to fight the grasshoppers    he runs into a group of   warrirors   who are   unbeknownst to him   a group of carnival bugs   and they agree to help under similar false pretenses    these bugs are an equally wonderful assortment to anything in   toy story     foppish walking stick slim   david hyde pierce     german caterpillar heimlich   joe ranft     quick tempered and insecure male ladybug francis   denis leary     pretentious praying mantis manny   jonathan harris     his assistant butterfly hypsy   madeliene kahn     spider rosie   bonnie hunt     and two fleas   tuck and roll   michael mcshane     who speak in undiscernable jibberish    the writers lightly touch on each bug s place in bug society and the malleability thereof while making a wisecracks at everything they can   and blowing the audience away with wild visual treats    grasshoppers jumping in unison seems like a menacing earthquake    a small bird becomes an ominous mortal threat   whose usual mild mannered squeal is a scream of death    the bug city is a modern day metropolis   complete with fireflies temping as traffic lights and a fly sitting on the curb   holding out a cup   with a sign lying next to him that says   kid tore off wings      and a rainstorm is like a giant flood   with each drop acting like a small bomb dropped at millions of miles per hour    around this   the pixar animators stage several large set pieces   like a resuce mission halfway through that is as wild and entertaining as anything this year   and a wonderfully exciting action piece at the end   a chase scene at night through the labyrinthine branches of a small thicket    meanwhile   each character gets the spotlight to be completely idisyncratic and interesting   something   antz   couldn t do   and by the end   over the end credits     a bug s life   pulls it s final punch   out clever ing   antz   with a series of incessantly hilarious faux bloopers that come just at the right time   when those who leave immeadiately after the final frame of a film have left   and you can brag that you were one of the elite who stayed and got the full money s worth of entertainment    still   it s no   toy story      that film   maybe above any animated film i ve ever seen   encompassed almost true perfection in story   character   and wit    it proved that it didn t need to brag about it s cutting edge technology to really soar   it s the least visually striking of the three computer animated films thus far   but is still the most satisfying     and created a perfect world of idiosyncratic delights and innocent fun    yet   a bug s life     as well as   antz     are still amazing films   and prove without doubt   that if you re gonna make a computer animated film   send it to the guys who created these three flicks   evne if they re not working under the same roof    
20,67, upon arriving at the theater during the opening credits   i took my seat and prepared myself for what appeared to be   hellraiser meets the crow      but as soon as kiefer sutherland began speaking the narrative monologue   describing   the strangers   and their reasons for contacting human beings   i was hooked    there was something especially compelling about the nature of his voice    i knew from the start that i was going to witness the actions of his character rather than the actor attempting the character    sutherland played the role as a true veteran    upon the completion of his monologue   the camera arrives on sutherland in such a fashion that you can only wonder how long alex proyas spent on cinematography    i would imagine   for a film of this caliber   that maximum hours of work were spent where they were needed the most    the film flowed beautifully    as i was being taken through the intricate regions of the   dark city     a clever plot began to unravel   to the point where the last time i had seen such clever plot twists were in   the usual suspects      not to mention a series of special effects that would make james cameron literally turn green with envy    but if you re not exactly the biggest sci fi fan   caveat emptor    get ready for the atmostpheric darkness of   12 monkeys   or   the crow   without the boredom or depression    the concept of the plot is as mindstretching as   12 monkeys   was   however   so be prepared and be sophisticated    and imagine a picture that finally does justice to the comic book gone feature film fad that hollywood has recently become abusive of    dark city simply puts   spawn   to shame    in fact   during the climax of the film i couldn t help but feel the strong presence of an   akira    esque explosion throughout the general feeling of the movie    so my initial predictions were wrong    this film is anything but the meloncholy of   hellraiser   parts one through five    i m never one to base a film entirly on special effects   so know that when i give dark city  it s actually because the film contained all of the neccessary ingredients to keep me entertained and awake from storyline to plot twists to camerawork to even   tsk   tsk   special effects    not since contact have i recieved such deep insight into the way the human mind operates and never this year have i been so blown away    the best film i ve seen all year   and easily one of the best i ve ever seen  
21,77, it s ironic that the best films in cinema history are invariably the original director s cut of the film    films such as aliens   the abyss   the wild bunch   blade runner   and terminator 2 are all prime examples of a filmmaker s integrity   later chopped up or mucked with by the studio    the advent of the dvd format has provided a more accessible way to get these original cuts to the public and provide to film freaks like myself the ability to become further enraptured by the extension of such classic films    the dvd release of the original international version of luc besson s 1995 masterpiece the professional   which is known as l   on around the world   is a prime example of how a good film can become an instant classic as a director s cut    for years   i have heard of an   international   version available only in laserdisc format   which has eluded me for years    i even bought a laserdisc player from my uncle don for 100 bucks just to watch certain directors  cuts   including l   on    but after countless searches in laserdisc stores   i could never find it    until now    the film follows the story of l   on   played by jean reno   a professional hit man for an italian mob crew run by danny aiello    he lives next door to a ferociously independent 12 year old girl named mathilda   played by then newcomer natalie portman   whose father is involved in drugs and crooked cops    one day   a crew of the cops   lead by gary oldman in an over the top performance   kills her entire family while mathilda is out buying groceries    taking pity on her   l   on hides her in his apartment when she returns to save her life    mathilda learns of l   on s hit man profession and decides to follow in l   on s footsteps as a   cleaner      she then falls in love with him and manages to reawaken emotions within l   on he has kept locked away as part of his profession    at this point   the differences in the american version and the international version really kick in    the international version contains an additional 24 minutes of footage that pertains directly to the relationship of l   on and mathilda   footage that american censors deemed   too explicit      i assume that american censors feel that defining character development is too much for american audiences to handle    the best part of this extra footage is that gives better understanding of both mathilda s and l   on s motivations pertaining to later actions involving oldman and his crew of bad cops    there s even a previously unseen cameo by the great french actor jean hugues anglade   star of queen margot   besson s la femme nikita   and killing zoe    with these additional scenes replaced   l   on and matilda s relationship brings you emotionally closer to the film and draws stronger bonds between the characters that were murky in the american version    the most ironic thing about the international version of the film is that with the inclusion of the missing scenes   the film becomes primarily a heavy   emotional drama punctuated with big action scenes at the beginning and the end of the film    the film betters reflects the serious drama of french cinema but is laced with pieces reflecting the brutality of american cinema    my advice to everyone out there is to throw away your copy of the professional   throw down twenty bucks   and pick up this newly restored cinematic masterpiece    director/writer   luc besson producer   luc besson   claude besson starring   jean reno   natalie portman   gary oldman   danny aiello  
22,60, trailing the success of brit humour in the movie industry with the likes of the semi dramatic the commitments and the nearly slapstick a fish called wanda   the full monty is one film which delivered the depth of the former and the humour magnitude of the latter    the film opens with a narrated documentary reel showing the improving economic and living standards of sheffield in the 60 s   then cut to the harsh reality of the present    sheffield has become some sort of a semi slum with the only visible increase in anything was the amount of layoffs from steel factories   a once flourishing industry    gaz   carlyle   spends most of his time in the worker s club   a sort of place where jobless people sit around to wait for job offers    he and his `plump  friend dave   addy   as well as their former foreman gerald   wilkinson   have been sitting around the club for months without any `call for duty     what seemingly was just a passing hard time for gaz suddenly transformed itself into desperation when he cannot afford the 700 pounds of child support money to his ex wife    suddenly finding himself facing the possiblity of losing custody of his son   he goes on to concoct an enterprising wild idea to get the money he desperately requires    dave and gerald too have problems of their own    on top of his lack of employment   dave is also faced with the paranoia of his wife leaving him because of his current financial state as well as his`plump  appearance while gerald have been cheating on his wife by not telling her of his layoff for as long as 6 months   leaving home for `work  when he was actually a long standing member of the worker s club    there we have it   people with real problems and a not so practical solution for them    gaz manages to get the support from them and sure enough they managed to get a few other poor jobless blokes to join in their gag   to perform a strip act at the local pub    in gaz s own words while looking at an add for a strip act featuring hunky `beautiful  men   `if women are willing to pay for this   they sure as well will pay for real men     the full monty is very simple in nature and not a trace ambitious at all    it is a small film which delves in the harsh reality of unemployment and the desperation it drives people to    it also is a very light movie to watch despite the theme it delves in because it has a lot of human factor going for it    never for once   was it trying to be manipulative at all   the full monty was true to itself all the way    while the hilarity level of this film soared unexpectedly high   audience will find that they are in no way being cheated of a laugh   something lacking in many comedy films   wannabes     from hollywood    other than carlyle   who acted as the psychotic begbie in trainspotting   the rest of the actors were definitely very new to me on screen    however   the acting presented in this film is more than satisfying    carlyle s work here is a stark contrast to his character in trainspotting   implying real acting skill and flexibility on screen    kudos to the people involved in this film   especially to director peter cattaneo for being able to put together an excellent film which is has so much potential in ending up as your just another striptease    already a critical and financial success for such a small film   the full monty is a humble film which deserves applause throughout    while titanic managed to feast the eyes and soul in an epic way   the full monty gives one the same satisfaction       in  half the time    
23,62, most sequels don t do what they re supposed to do like   toy story 2   does    far too many of them end up re hashing the original and adding very little    is it any wonder that most sequels fail to live up to their predecessors    thankfully     toy story 2   is a wonderful exception    i can t remember the last time i saw a sequel as consistently fun and inventive as this one    it s yet another sign that pixar   the acclaimed animation studio behind   toy story   and   a bug s life     is still at the top of its game    woody and buzz are back in the sequel to the 1995 hit   toy story     and things have changed a bit since the last one ended    woody   voiced by tom hanks   is preparing to leave with his owner andy for cowboy camp    in his absence   he has assigned buzz lightyear   tim allen     now comfortable in his role as a toy   to take charge    unfortunately   woody s trip is ruined when he is accidentally put into the family garage sale   and is stolen by an over zealous toy collector   wayne knight      off to save him are buzz and members of the old   toy gang     including mr   potato head   don rickles     rex the nervous dinosaur   wallace shawn     hamm the piggy bank   john ratzenberger     and slinky dog   jim varney      while in captivity   woody makes a startling discovery   he is actually part of a collection of toys based on a 1950 s children s show entitled   woody s roundup      he meets the show s other characters   which include jesse   joan cusack     his cowgirl sidekick   the wise old prospector   kelsey grammer     and bullseye   his trusty horse    they have all been anxiously awaiting woody s arrival   as once their set is completed   they will be sold to a japanese toy museum   and finally escape storage forever    this means woody now faces a difficult choice    with his friends coming to rescue him   does he go with them and spend a few more years with andy   or does he go to japan and be immortalized forever    as in the original film     toy story 2   contains first rate animation   and pixar studios has done a remarkable job improving on the impressive work they did there    reportedly   the film was originally slated for a direct to video release   but after seeing the improvements that had been made   disney rightly decided to release it into theaters    the film is well worth seeing on the big screen    the colors are bright   the textures sharp   and even the human characters look more   human      the animation is consistently seamless   with the action fast and furious and the facial expressions believable    there are so many impressive sequences that i d find it impossible to list them here   but i was particularly wowed by a scene where buzz and his cohorts must get across a busy intersection to get to al  s toy barn   the store owned by woody s captor    pixar s rendition of the family dog is also nicely done   with fur so realistic you almost feel you could reach out and touch it    the voice work is also perfectly complementary   and as with the first movie   does much to help further character development    tom hanks and tim allen again disappear into their roles as woody and buzz   making you forget who is doing the voice    it was woody and buzz up there   not tom and tim    all the cast members from the original reprise their roles   and each is excellent    several new voices have been added   with joan cusack   kelsey grammer   and wayne knight doing fine work       toy story 2   is strong in characterization   and is able to expand on what we saw in the first movie    woody faces difficult choices   while buzz is confronted with a new buzz who hasn t yet realized his status as a toy   forcing him to see what he used to be like    the new characters are also developed quite well   especially jesse   who narrates a sarah mclachlan aided flashback illustrating how she was loved   then forgotten by her owner    it may be computer animated   and it may have sappy music   but it s downright touching    the script   despite having a story and screenplay each credited to four different writers   is endlessly clever and inventive   especially considering that it s a sequel    the reason   toy story 2   works where other movie sequels fail is that it refuses to just capitalize on the original s success by re doing the same story and using the same characters    not this one    we get character change   new characters   and new issues brought up       toy story 2   is also remarkable for the way in which it keeps reinventing itself    there is always another clever idea waiting just around the corner here    the humor is sharp and witty   with something to amuse both kids and adults    there are funny asides to films such as   star wars   and   jurassic park     among others   new takes on classic toys like barbie and rock  em sock  em robots   and appearances from other pixar efforts   a bug s life   and the 1997 short   geri  s game         geri himself makes an appearance as a toy repairman who fixes woody s broken arm      the action is fast and furious   and the chases   in the street   in a toy store   in an elevator   on a baggage carousel   and in an airplane   keep getting bigger and better       toy story 2   never grows stagnant   because there is always something new to hold your interest    the more you pay attention to it   the more rewarding it is    it s rare to see a film like   toy story 2   come along   because it s the kind of film that s almost impossible to dislike    it s created purely to entertain   and though i enjoy a thought provoking drama as much as the next person   it s nice to see that films are still trying to do exactly what movies first tried to do   send us out with a smile    it s a fair bet that the whole family will have smiles on their collective faces after seeing   toy story 2     it s the rare sequel that manages to expand on   and live up to   the original    
24,80, the rocky horror picture show  special edition    1975    starring   tim curry and susan sarandon  cult films are never mainstream    the casual viewer of a cult film will look at it and be repulsed and confused   yelling out  what the hell is that        fans of these sorts of movies will be laughing at every other second at all the  hidden jokes  they missed the first time around while normal movie watchers will look at them like they re insane    the rocky horror picture show   recently re released in a  special edition  to video   is the mother of all cult films    period    like some other cult films   most notably little shop of horrors   the rocky horror picture show is a musical with a twisted edge to it    this movie begins out innocently enough  a couple get engaged at a friend s wedding and get a flat tire in the middle of the night while it s raining    they go to a castle to try to use the phone    little do they know that the castle is owned by dr   frank n   furter   a mad transexual transvestite scientist who has recently created a creature he will use for personal reasons    the acting is pretty good overall    tim curry   home alone 2   legend   is over the top as frank n   furter    it s interesting to see that this movie was one of future oscar winner susan sarandon s   dead man walking   first film  she plays janet   the girlfriend of brad majors    even the singer meatloaf is in it ! !  the songs are all very good yet twisted in their own way    a sampling of titles range from damn it   janet to touch a touch a touch a touch me    all the actors sing their songs with no dubbing from other actors  kind of a bad thing    barry bostwick   brad majors   tries to sing as does susan sarandon   but tim curry is clearly the most professional having extensive stage experience    meatloaf sings like meatloaf    the new special edition contains two original movie trailers of the film as well as two songs deleted from the original version    sadly   the songs are tacked after the credits  kind of defeats the purpose    if you want to see a different film   watch this one ! !  
